6995,5487,964,637,567,921,4336,286,165,246,74,272,61,377,170,3012,3496,2839,450,2443,700,3814,1848,1518,439,1238,1973,169,2305,332,0,0,2,0,7,2,0,28,41,29,54,21,28,12,2,53,4,43,1029,104,886,31,702
6936,5457,1152,749,621,927,4219,286,181,261,86,301,67,386,187,3038,3503,2921,447,2487,746,3819,1825,1461,421,1212,1881,138,2213,249,2,1,1,0,3,0,0,42,57,33,69,24,43,11,2,39,3,25,973,76,851,22,656
6912,5373,1169,723,595,953,4195,329,181,243,83,314,83,427,192,3002,3390,2887,415,2468,803,3820,1822,1549,369,1219,1936,169,2187,365,3,6,6,1,18,3,1,48,66,51,78,38,42,18,3,46,7,33,1040,100,896,25,694
6995,5243,1172,718,586,1044,4161,282,167,281,81,275,77,375,186,3029,3392,2865,459,2461,665,3831,1795,1513,372,1223,1913,184,2236,327,1,0,1,0,2,0,0,35,48,33,71,22,31,6,1,71,8,55,1012,126,871,45,672
6795,5374,1009,707,494,859,4231,228,142,173,57,210,53,332,136,3053,3443,2811,438,2435,689,3841,1895,1622,508,1354,1966,170,2245,369,0,0,0,0,4,0,0,29,39,18,49,16,25,10,2,42,6,36,1091,131,948,24,742
7158,5402,1205,828,685,1166,4282,344,231,249,125,318,134,436,223,3029,3490,2764,479,2367,610,3812,1762,1436,492,1176,1899,164,2149,298,5,4,8,0,17,5,1,68,82,73,102,54,42,31,9,54,4,27,990,98,864,17,668
7101,5508,1075,726,535,974,4301,261,157,223,81,240,80,365,157,2992,3459,2816,448,2387,640,3891,1858,1585,302,1267,1960,152,2195,310,2,1,3,0,5,4,1,38,61,34,74,24,47,12,5,42,8,30,1007,153,899,20,712
7155,5464,1269,679,751,1036,4287,345,231,288,126,363,129,534,213,3032,3533,2859,418,2406,787,3882,1781,1595,459,1212,1869,172,2225,298,5,0,4,0,23,4,0,74,97,74,114,57,49,34,12,95,6,81,987,94,819,66,616
6907,5484,939,820,469,946,4299,185,116,166,58,212,42,311,155,3101,3493,2985,483,2472,706,3867,1862,1546,393,1302,1961,168,2314,352,0,0,1,0,1,1,0,14,41,14,66,7,30,1,0,57,3,49,1042,142,907,34,708
6839,5285,984,653,465,912,4248,201,143,189,63,197,47,296,151,2974,3461,2769,481,2426,706,3846,1768,1513,344,1205,1851,193,2250,275,0,0,0,0,0,0,0,10,11,2,39,6,18,2,1,42,3,40,1004,130,869,26,677
