5818,4693,829,725,580,793,4011,423,371,425,251,516,180,525,253,3458,3775,3435,671,3320,1381,3754,2837,2664,692,2326,2882,641,3116,335,85,43,112,16,122,124,21,192,228,186,237,160,86,147,62,56,41,38,2127,158,2029,24,1842
5755,4825,798,800,455,825,4087,328,246,329,126,382,94,406,167,3596,3760,3478,666,3272,1084,3843,2901,2701,973,2338,2811,952,3092,401,14,7,26,1,66,18,3,114,115,125,110,96,58,85,47,47,6,38,2137,94,1975,27,1814
5716,4651,865,636,660,892,4014,453,363,486,243,501,160,555,201,3695,3850,3526,456,3224,1465,3804,2728,2651,341,2351,2957,778,3047,336,60,42,71,20,99,66,23,207,254,260,240,216,123,147,49,54,11,44,2111,73,1901,32,1733
5528,4790,752,832,516,614,3980,385,322,399,213,441,141,451,163,3616,3733,3472,628,3279,490,3866,2828,2601,594,2351,2854,370,3002,220,68,31,96,14,85,107,15,148,197,166,192,135,90,109,37,161,9,152,2126,223,1876,137,1703
5536,4810,676,308,594,732,3967,385,367,361,222,445,168,495,165,3390,3711,3376,405,3302,1169,3797,2879,2665,1191,2418,2947,394,3216,445,48,33,54,18,63,51,16,185,185,188,187,136,74,86,39,124,9,109,2159,217,1935,100,1768
5715,4941,831,539,561,797,3931,388,375,418,230,447,144,490,226,3512,3696,3404,648,3232,1954,3852,2893,2691,874,2315,2998,291,3273,535,85,53,94,14,98,94,14,230,251,276,236,173,116,130,63,177,6,155,2081,151,1805,144,1661
5711,4709,1002,465,683,909,3850,500,442,438,285,536,223,641,275,3330,3608,3282,462,3146,900,3657,2826,2528,592,2231,3001,459,3080,677,136,98,156,42,155,146,51,249,298,231,268,221,104,168,59,241,19,207,2068,431,1765,181,1619
5583,4816,718,994,614,611,3940,328,235,316,157,374,104,475,185,3563,3680,3535,539,3239,1617,3710,2855,2733,1092,2337,2890,559,3160,299,38,17,51,6,72,94,5,144,186,148,158,134,95,96,34,106,9,85,2075,349,1935,71,1755
5666,4724,849,588,602,728,3840,402,381,481,247,447,130,504,223,3536,3790,3451,398,3129,682,3723,2964,2746,1422,2412,3037,898,3155,384,90,82,108,40,123,118,48,216,228,218,239,176,117,123,60,97,11,74,2156,322,1918,69,1752
5738,4726,801,717,567,680,4032,371,315,375,199,420,98,452,207,3588,3768,3482,410,3243,1816,3908,2892,2693,1035,2318,2907,486,3160,705,52,31,68,11,77,62,20,200,217,204,233,173,116,127,40,46,28,29,2174,276,2017,17,1837
5655,4709,713,858,461,579,3959,293,264,323,149,331,108,376,162,3667,3754,3363,795,3262,401,3828,2766,2646,549,2416,3014,423,3145,202,22,5,30,0,48,31,2,111,114,109,142,90,68,64,28,63,45,47,2295,104,2012,40,1847
6084,4965,908,401,618,771,4077,438,388,436,219,517,162,567,213,3639,3706,3508,258,3141,1857,3866,2765,2582,558,2305,2693,627,3093,530,71,46,92,17,109,86,26,193,238,203,244,144,103,125,56,1043,174,940,2134,60,993,857,896
5714,4796,745,602,488,762,3944,323,251,329,123,371,122,409,164,3508,3759,3425,735,3161,932,3822,2901,2608,678,2389,2944,240,3134,346,27,15,43,7,49,35,8,97,121,101,136,82,75,68,27,186,10,175,2143,522,1828,149,1669
5697,2691,3039,576,2676,961,2221,2256,2014,972,1725,2324,683,2445,606,1995,2132,1945,208,1784,577,2157,1614,1505,329,1252,1629,251,1707,289,1188,1114,1252,71,1245,252,962,1516,1624,492,1596,1484,185,1418,324,1017,31,937,1111,63,956,846,882
5941,760,4927,230,4613,879,372,4107,3954,779,3403,4230,524,4415,880,334,344,307,171,237,329,379,151,106,154,71,177,35,199,129,2635,2524,2549,145,2688,471,2128,3270,3307,384,3287,3021,452,2775,452,2026,197,1827,34,6,19,1671,16
5903,4862,763,807,450,694,4018,358,280,346,170,396,140,437,147,3667,3698,3419,313,3219,432,3806,2877,2822,285,2364,3037,140,3079,208,40,25,53,7,70,50,9,130,157,136,156,107,70,85,42,44,14,30,2237,104,2054,19,1867
5933,5043,765,901,477,764,4131,277,225,336,113,367,89,370,154,3753,3871,3668,340,3512,785,4108,3060,2764,1054,2397,3163,327,3231,320,17,7,29,1,39,25,2,111,151,117,141,82,54,56,11,135,7,113,2182,67,1879,105,1722
5665,4774,750,724,644,724,3902,361,314,350,189,425,113,493,263,3356,3655,3311,474,3377,452,3876,2916,2783,1126,2389,2951,196,3115,225,56,46,77,21,105,73,21,161,186,137,177,144,88,110,53,67,10,54,2072,195,1906,42,1751
6103,5058,702,377,439,712,4130,259,225,287,137,310,96,352,153,3544,3660,3538,226,3269,1029,3958,2997,2806,261,2448,3214,137,3288,513,21,8,24,5,40,23,1,129,155,131,131,94,66,52,22,70,2,57,2234,430,2058,56,1866
5465,4730,733,625,510,614,3974,246,227,255,145,299,111,318,157,3579,3789,3488,261,3213,1669,3945,2844,2680,1099,2383,2898,705,3184,407,27,12,50,1,59,40,3,115,141,124,135,103,72,83,35,161,8,151,2241,84,1900,131,1714
5324,4548,596,1072,408,621,3849,290,247,324,142,321,91,359,157,3623,3714,3378,261,3087,438,3688,2888,2720,462,2435,2972,414,3095,421,9,5,20,1,31,17,3,91,132,99,151,62,88,49,18,47,16,24,2256,79,2083,15,1906
5586,4818,845,747,606,704,3957,447,403,410,245,469,151,506,203,3512,3756,3475,376,3288,1059,3834,2931,2779,1076,2346,2926,323,3105,678,92,59,94,24,127,90,32,231,241,193,216,201,115,192,79,192,16,173,2106,284,1854,151,1699
5687,4780,878,611,666,951,3889,470,389,462,242,547,157,610,239,3733,3741,3373,441,3332,444,3673,2979,2890,340,2348,3084,180,3050,224,84,61,104,16,122,75,42,234,259,209,251,192,124,163,45,153,7,139,2138,356,1927,121,1758
