5013,4386,579,340,303,467,3932,184,97,178,42,179,38,215,109,3357,3580,3380,299,3089,428,3769,2746,2536,296,2285,2771,232,2975,261,0,0,1,0,4,0,0,14,19,4,29,6,16,2,1,132,5,123,2044,125,1830,107,1648
5127,4506,517,414,285,426,3958,159,99,136,52,150,52,178,96,3382,3628,3276,286,3020,437,3773,2742,2544,372,2294,2786,246,2951,241,1,0,4,0,6,0,0,33,38,27,41,21,24,11,3,98,5,91,2078,81,1858,81,1660
5254,4490,604,377,400,546,3916,227,189,208,111,228,73,295,124,3346,3558,3322,255,2989,481,3883,2648,2388,340,2177,2758,231,2921,343,15,7,15,2,26,12,1,77,96,89,113,63,59,37,17,58,4,51,1976,157,1869,46,1653
5140,4409,549,390,220,434,3896,75,39,72,16,85,19,119,81,3359,3589,3283,232,3123,443,3740,2680,2485,240,2288,2749,255,2988,246,0,0,0,0,0,0,0,0,1,0,7,0,4,0,0,55,7,53,2068,102,1959,44,1749
5114,4452,559,482,300,498,3935,201,131,170,71,198,65,227,111,3325,3614,3387,253,3065,409,3766,2720,2573,299,2288,2785,252,2971,356,8,1,6,0,9,1,0,40,48,31,64,28,31,16,6,59,2,54,2081,172,1915,46,1728
5329,4490,601,509,317,512,3923,210,151,187,54,211,73,243,146,3348,3566,3271,236,3113,369,3783,2646,2508,286,2291,2780,161,2932,242,3,2,4,1,6,3,0,36,39,33,60,29,30,15,3,79,5,63,2031,131,1858,57,1686
5267,4376,622,500,419,575,3947,212,169,184,88,212,80,274,128,3418,3675,3317,258,3080,468,3809,2823,2582,348,2346,2775,276,3035,290,2,1,6,0,11,1,3,55,65,45,78,40,37,27,5,74,1,71,2065,116,1885,65,1683
5245,4510,600,468,401,553,3944,179,121,153,55,182,54,283,140,3409,3641,3322,231,3119,497,3848,2753,2580,335,2289,2744,207,2990,275,0,0,3,0,1,0,0,23,44,14,56,13,39,6,2,107,4,94,2037,124,1822,89,1634
5213,4521,595,399,340,491,3902,178,129,158,65,173,68,225,126,3351,3614,3309,258,3025,487,3788,2747,2516,259,2271,2706,268,2925,233,12,9,9,3,19,8,1,38,57,46,62,35,36,24,6,56,10,42,2023,156,1864,31,1678
5199,4567,469,385,217,485,3989,139,75,126,35,135,46,159,75,3395,3689,3343,245,3090,352,3951,2757,2572,374,2389,2849,246,3038,242,0,0,0,0,0,0,0,8,15,1,26,0,12,0,0,129,8,120,2140,128,1921,103,1700
5049,4507,459,479,209,416,3966,122,80,125,44,126,41,165,69,3483,3670,3440,238,3134,533,3807,2816,2627,308,2423,2888,192,3107,245,3,0,3,0,1,1,0,18,33,17,51,9,25,2,1,96,4,92,2144,217,1951,76,1727
5205,4358,611,470,345,491,3891,211,122,172,61,193,55,257,155,3335,3615,3275,290,3050,461,3769,2752,2587,367,2310,2782,200,3004,259,0,0,4,0,8,0,0,30,43,22,54,17,30,9,1,69,2,65,2032,74,1892,53,1711
5061,4414,508,433,223,441,3916,137,77,143,34,134,39,154,72,3359,3620,3303,256,3058,406,3740,2809,2592,342,2344,2868,180,3072,261,0,0,0,0,1,0,0,7,11,1,20,3,5,3,0,68,8,62,2086,106,1940,44,1756
5284,4523,663,410,425,572,4032,256,187,228,130,236,100,305,150,3286,3634,3282,268,3072,462,3798,2801,2521,400,2322,2766,215,2938,224,32,13,40,4,54,34,4,92,107,95,111,82,59,70,32,97,6,83,2061,158,1851,73,1635
5364,4595,644,400,356,564,3993,171,101,145,59,184,57,213,133,3498,3670,3354,254,3002,506,3885,2686,2448,245,2290,2709,255,2875,272,3,0,4,0,3,0,0,34,52,33,59,25,37,6,1,74,0,68,2080,164,1893,61,1691
5159,4440,637,502,367,547,3890,206,142,184,74,183,69,251,112,3309,3599,3228,248,3054,483,3897,2717,2453,341,2211,2715,200,2933,237,4,1,5,0,14,0,1,53,67,57,75,42,36,25,13,58,8,55,2011,172,1855,40,1673
5407,4593,668,389,396,626,4016,255,186,199,123,228,93,279,124,3387,3661,3403,318,3036,479,3848,2752,2535,372,2290,2786,200,2996,334,6,5,11,1,26,1,5,61,96,60,102,48,66,39,17,79,5,70,2077,192,1921,54,1709
5117,4492,483,422,284,551,4058,115,76,107,41,117,37,147,85,3513,3721,3404,276,3231,332,3785,2751,2608,256,2303,2891,192,3083,281,0,0,0,0,1,0,0,12,27,10,40,7,17,5,0,91,6,80,2136,150,1933,72,1731
5266,4560,524,394,258,495,3951,124,68,117,45,113,33,153,92,3360,3580,3266,233,3030,399,3842,2730,2562,266,2279,2745,158,2977,215,0,0,0,0,1,0,0,18,30,7,37,14,18,5,1,66,4,67,2063,105,1902,59,1696
5161,4570,502,391,282,497,4045,152,103,136,42,144,54,223,105,3477,3701,3385,323,3176,449,3889,2796,2582,322,2363,2872,197,3099,327,0,0,0,0,1,0,0,13,16,15,25,10,14,1,1,79,4,71,2117,147,1959,66,1751
5267,4586,497,409,315,526,4043,164,124,134,63,165,74,206,100,3444,3663,3375,267,3070,414,3909,2762,2512,317,2252,2817,209,2987,257,2,1,4,0,7,0,0,31,42,27,53,24,32,10,4,99,4,78,2029,185,1856,74,1636
5215,4479,501,510,283,491,4032,121,87,120,39,116,45,185,92,3460,3792,3399,300,3113,523,3903,2797,2635,339,2330,2844,207,3020,265,0,0,0,0,0,0,0,5,11,3,25,1,15,0,0,116,3,105,2103,139,1869,98,1679
5075,4410,486,425,313,548,3893,195,107,196,60,189,48,220,128,3460,3613,3357,221,3026,372,3799,2823,2590,420,2367,2786,208,2981,249,0,0,0,0,1,0,0,11,27,10,40,8,24,5,0,69,11,64,2090,182,1933,50,1713
5136,4383,445,385,286,414,3963,129,36,166,18,152,19,193,108,3402,3614,3325,261,3090,340,3736,2726,2529,379,2306,2787,231,2976,307,0,0,0,0,0,0,0,2,4,1,16,0,6,0,0,65,5,60,2090,111,1911,54,1716
5212,4449,568,472,382,511,3907,192,124,121,74,173,58,246,136,3442,3613,3339,239,3032,462,3877,2711,2562,281,2310,2828,253,3011,287,1,3,5,0,7,1,0,55,62,52,70,38,37,20,6,79,9,68,2071,200,1889,58,1702
5221,4484,616,485,392,546,3915,203,127,188,70,191,58,244,120,3373,3738,3304,324,3024,421,3791,2672,2507,338,2269,2756,247,2900,261,2,1,4,0,12,0,0,67,63,71,61,59,46,19,9,55,5,46,2076,189,1944,37,1732
5060,4407,550,447,320,486,3960,154,84,139,52,152,48,191,121,3307,3603,3316,262,3057,449,3878,2660,2497,290,2317,2769,236,2964,179,1,0,1,0,5,0,0,26,35,26,46,13,25,7,3,165,5,159,2077,187,1833,145,1602
5155,4427,651,438,460,517,3889,274,164,226,104,254,94,284,146,3388,3631,3320,342,3028,653,3828,2605,2434,433,2194,2674,211,2918,229,5,1,8,0,22,1,1,60,72,55,118,49,52,31,11,113,3,102,2021,100,1792,93,1614
5264,4652,536,487,392,485,3964,177,146,161,93,190,65,261,145,3332,3635,3308,235,3076,476,3842,2647,2501,245,2259,2861,171,3025,202,7,4,17,0,27,5,1,77,94,83,103,62,55,48,24,135,8,125,2053,131,1848,112,1633
5225,4586,547,475,362,490,4031,210,141,152,76,198,68,250,122,3408,3659,3406,269,3097,554,3946,2736,2508,252,2270,2769,244,2988,259,2,3,2,1,10,3,0,42,56,32,65,32,38,20,5,59,1,56,2059,125,1912,46,1698
5361,4619,618,424,273,533,4045,165,102,156,47,173,52,210,100,3470,3639,3397,327,3201,455,3819,2832,2630,266,2331,2839,199,3022,214,0,0,0,0,1,0,0,9,19,10,35,9,18,2,0,71,1,62,2124,191,1942,55,1712
